OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,BsmtQual,1stFlrSF,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,GarageFinish,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtFinSF1,Foundation,GarageType,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtExposure,HalfBath,LotArea,LotShape,CentralAir,Electrical,PavedDrive,BsmtFullBath
6,1362,2,Gd,460,1362,Gd,1362,Gd,2,6,2005,RFn,2006,2005.0,256.0,1,Ex,20,PConc,Attchd,61.0,192,0,28,Av,0,7577,IR1,Y,SBrkr,Y,0
6,848,2,Gd,420,848,Gd,848,Gd,1,3,2004,RFn,2004,2004.0,147.0,1,Ex,697,PConc,Attchd,,149,0,0,Gd,0,4426,Reg,Y,SBrkr,Y,1
10,4316,3,Ex,832,2444,Ex,2444,Ex,3,10,1994,Fin,1995,1994.0,1170.0,2,Ex,1455,PConc,Attchd,104.0,382,1872,50,Gd,1,21535,IR1,Y,SBrkr,Y,0
7,2519,2,Gd,628,1210,Gd,1238,Gd,2,9,1989,RFn,1990,1989.0,293.0,2,Ex,965,PConc,Attchd,42.0,320,1281,27,Gd,1,26178,IR1,Y,SBrkr,Y,1
5,1073,1,TA,326,1073,TA,1073,TA,1,4,1921,Unf,1968,1968.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,0,0,0,No,0,5400,Reg,Y,SBrkr,Y,0
5,1539,2,TA,576,927,TA,1067,TA,1,5,1936,Unf,1950,1995.0,0.0,0,TA,0,BrkTil,Detchd,51.0,112,472,0,No,1,6120,Reg,Y,SBrkr,Y,0
6,1137,2,TA,551,1112,Gd,1137,Gd,2,5,1987,Unf,1987,1987.0,72.0,1,Gd,980,CBlock,Attchd,54.0,125,0,0,No,0,13811,IR1,Y,SBrkr,Y,1
5,616,1,TA,205,616,TA,616,TA,1,4,1921,Unf,1950,1921.0,0.0,0,Gd,616,CBlock,Detchd,50.0,0,0,0,No,0,6000,Reg,Y,SBrkr,Y,0
5,1148,1,TA,308,980,Ex,1148,TA,1,6,1952,Unf,1952,1952.0,0.0,0,Fa,210,PConc,Detchd,57.0,0,0,0,Mn,0,6420,IR1,Y,FuseA,Y,0
5,894,1,TA,336,894,TA,894,TA,1,5,1965,Unf,2009,1973.0,0.0,1,Ex,553,CBlock,Detchd,65.0,416,0,144,No,0,8450,Reg,Y,SBrkr,Y,1
7,1391,2,Gd,530,1391,Gd,1391,Gd,2,5,2004,RFn,2004,2004.0,0.0,0,Ex,16,PConc,Attchd,59.0,156,0,158,Mn,0,4282,IR2,Y,SBrkr,Y,0
8,1800,3,Gd,765,1800,Ex,1800,Gd,2,7,2002,Fin,2002,2002.0,630.0,1,Ex,1274,PConc,Attchd,85.0,270,0,78,Gd,0,14331,Reg,Y,SBrkr,Y,1
7,1164,2,TA,528,1164,TA,1164,TA,1,6,1969,Unf,1969,1969.0,168.0,0,TA,0,CBlock,Attchd,80.0,0,0,0,No,1,9600,Reg,Y,SBrkr,Y,0
8,2576,3,Ex,666,1234,Ex,1264,Ex,2,10,2006,Fin,2006,2006.0,466.0,1,Ex,0,PConc,BuiltIn,82.0,324,1312,100,No,1,12438,IR1,Y,SBrkr,Y,0
5,1812,2,TA,672,360,Gd,1032,Gd,2,8,1900,Unf,1996,1999.0,0.0,1,Gd,0,BrkTil,Detchd,76.0,344,780,0,No,0,7630,Reg,Y,SBrkr,N,0
7,1484,2,Gd,606,1473,Gd,1484,Gd,2,7,2004,RFn,2005,2004.0,109.0,0,Ex,712,PConc,Attchd,70.0,0,0,35,Av,0,8400,Reg,Y,SBrkr,Y,1
4,1092,0,Fa,0,0,,372,Fa,2,7,1930,,1950,,0.0,0,Fa,0,Slab,,70.0,0,720,0,,0,5600,Reg,N,SBrkr,N,0
7,1824,2,TA,739,1643,Gd,1824,Gd,2,5,1971,Unf,2002,1971.0,351.0,2,TA,1219,CBlock,Attchd,,380,0,48,Gd,0,115149,IR2,Y,SBrkr,Y,1
8,1324,2,Gd,550,1324,Gd,1324,Gd,2,6,2006,Fin,2006,2006.0,176.0,1,Ex,863,PConc,Attchd,48.0,192,0,38,No,0,6240,Reg,Y,SBrkr,Y,1
7,1456,2,Gd,400,728,Gd,728,Gd,2,8,2007,Fin,2007,2007.0,0.0,1,Ex,0,PConc,Attchd,65.0,100,728,24,Av,1,9018,IR1,Y,SBrkr,Y,0
5,904,1,TA,408,876,TA,904,TA,1,6,1966,Unf,1966,1966.0,41.0,0,TA,0,PConc,Attchd,,0,0,0,No,0,7162,IR1,Y,SBrkr,Y,0
3,729,0,Gd,0,270,TA,729,TA,1,5,1935,,2003,,0.0,0,Gd,0,CBlock,,56.0,0,0,0,No,0,4130,IR1,Y,SBrkr,N,0
4,1178,1,TA,384,859,TA,859,TA,1,7,1900,RFn,1950,1964.0,0.0,0,Gd,0,Stone,Detchd,66.0,68,319,0,Mn,0,8712,Reg,Y,SBrkr,N,0
8,1228,2,Gd,472,1228,Gd,1228,Gd,2,5,1988,Fin,1989,1988.0,0.0,1,Gd,767,PConc,Attchd,40.0,168,0,120,Mn,0,4671,IR1,Y,SBrkr,Y,1
4,960,2,TA,576,960,TA,960,TA,1,6,1970,Unf,1970,1970.0,160.0,0,TA,789,CBlock,Detchd,60.0,0,0,288,Av,0,9873,Reg,N,SBrkr,Y,1
6,1479,2,Gd,475,725,TA,725,Gd,2,6,1976,RFn,2005,1976.0,289.0,0,Ex,533,CBlock,Attchd,,0,754,44,No,1,13517,IR1,Y,SBrkr,Y,0
6,1350,2,TA,478,1064,Gd,1350,TA,2,7,1974,RFn,1974,1974.0,174.0,1,TA,0,CBlock,Attchd,78.0,0,0,0,No,0,10140,Reg,Y,SBrkr,Y,0
7,2554,2,TA,704,718,TA,1576,TA,1,8,1890,Unf,1998,1996.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,0,978,48,No,1,10800,Reg,Y,SBrkr,P,0
5,1178,2,TA,439,1176,Gd,1178,Gd,1,5,1973,Unf,2000,1973.0,0.0,1,Gd,1084,CBlock,Attchd,80.0,224,0,0,No,1,10000,Reg,Y,SBrkr,Y,0
7,2418,3,Gd,983,1311,Gd,1325,Gd,2,9,1993,RFn,1994,1993.0,651.0,1,Ex,1173,PConc,Attchd,96.0,250,1093,154,Gd,1,10542,Reg,Y,SBrkr,Y,1
5,971,1,TA,300,971,Gd,971,TA,1,5,1969,Unf,1969,1969.0,0.0,1,TA,523,CBlock,Attchd,69.0,0,0,0,Gd,1,9920,IR1,Y,SBrkr,Y,0
8,1742,2,Gd,564,1742,Gd,1742,Gd,2,5,1985,RFn,1985,1985.0,0.0,1,TA,1148,PConc,Attchd,,114,0,28,Gd,0,6563,IR1,Y,SBrkr,Y,1
6,848,2,Gd,420,848,Gd,848,Gd,1,3,2004,RFn,2004,2004.0,169.0,0,Ex,662,PConc,Attchd,,160,0,0,Av,0,4426,Reg,Y,SBrkr,Y,1
4,864,2,TA,463,864,TA,864,TA,1,5,1970,Unf,1970,1994.0,0.0,0,Ex,191,CBlock,Detchd,70.0,0,0,0,No,0,8120,Reg,Y,SBrkr,Y,0
4,1470,1,TA,548,941,TA,997,TA,2,7,1954,Unf,1972,1958.0,0.0,0,Ex,0,PConc,Detchd,60.0,0,473,0,No,0,8172,Reg,Y,SBrkr,Y,0
9,1698,3,Ex,768,1698,Ex,1698,Ex,2,8,2007,Fin,2008,2007.0,340.0,1,Ex,1234,PConc,Attchd,86.0,327,0,64,No,0,13286,IR1,Y,SBrkr,Y,1
4,864,2,TA,660,864,TA,864,Gd,1,5,1970,Unf,1970,1989.0,0.0,0,TA,375,CBlock,Detchd,60.0,96,0,0,No,0,6960,Reg,Y,SBrkr,Y,0
6,1680,2,Gd,540,880,Gd,1680,Gd,2,5,1988,Fin,2007,1988.0,260.0,1,Ex,808,CBlock,Attchd,,292,0,44,No,0,21695,IR1,Y,SBrkr,Y,1
7,1232,2,Gd,632,1232,Gd,1232,Gd,2,6,2007,RFn,2007,2007.0,82.0,0,Ex,724,PConc,Attchd,64.0,132,0,0,Av,0,7314,Reg,Y,SBrkr,Y,1
5,1776,3,TA,888,1584,TA,1776,TA,2,9,1958,Unf,1958,1968.0,95.0,0,TA,0,CBlock,Detchd,85.0,0,0,25,No,0,11475,Reg,Y,SBrkr,Y,1
4,1208,2,TA,539,780,TA,848,TA,1,5,1925,Unf,1950,1962.0,0.0,0,TA,152,CBlock,Detchd,52.0,0,0,23,No,0,6240,Reg,Y,FuseA,Y,0
8,1616,2,Gd,608,1595,Gd,1616,Gd,2,5,1995,RFn,1996,1995.0,0.0,1,Ex,1180,PConc,Attchd,39.0,237,0,152,No,0,5389,IR1,Y,SBrkr,Y,1
7,1146,2,Gd,438,868,Ex,1146,Gd,2,6,2003,Fin,2003,2003.0,442.0,1,Ex,786,PConc,Attchd,73.0,160,0,22,Av,0,9590,IR1,Y,SBrkr,Y,1
7,2031,2,Gd,541,1153,Gd,1153,Gd,2,8,1998,Fin,1999,1998.0,202.0,1,Ex,252,PConc,Attchd,75.0,192,878,84,Av,1,11404,IR1,Y,SBrkr,Y,0
5,1144,1,TA,264,864,TA,1144,TA,1,6,1961,RFn,1983,1961.0,0.0,1,Ex,594,CBlock,Attchd,80.0,165,0,0,No,0,10000,Reg,Y,SBrkr,Y,1
5,948,1,TA,300,948,TA,948,TA,1,6,1968,Unf,1968,1968.0,0.0,0,TA,0,PConc,Attchd,,147,0,0,No,0,8978,IR1,Y,SBrkr,Y,0
7,1768,2,TA,320,880,Gd,880,TA,1,6,1914,Unf,1970,1914.0,0.0,2,Fa,390,BrkTil,Detchd,60.0,0,888,341,Mn,1,10800,Reg,N,SBrkr,N,0
3,1040,2,TA,400,0,,1040,TA,2,6,1950,Unf,1950,1949.0,0.0,0,Gd,0,CBlock,Detchd,60.0,0,0,0,,0,8544,Reg,N,FuseF,Y,0
8,1801,3,Gd,800,893,Gd,901,Gd,2,8,2005,Fin,2005,2005.0,0.0,1,Ex,0,PConc,Attchd,72.0,0,900,116,No,1,10463,IR1,Y,SBrkr,Y,0
5,1200,0,TA,0,1200,Gd,1200,TA,3,5,1987,,1988,,0.0,0,TA,1200,CBlock,,60.0,120,0,0,Gd,0,10800,Reg,Y,SBrkr,Y,3
7,1728,2,Gd,572,864,Gd,864,Gd,2,7,2004,RFn,2004,2004.0,0.0,0,Ex,0,PConc,Attchd,65.0,187,864,56,No,1,9313,IR1,Y,SBrkr,Y,0
5,1432,2,TA,360,264,Fa,768,TA,2,7,1910,Unf,2002,1910.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,270,664,0,No,0,9600,Reg,Y,SBrkr,Y,0
6,912,1,TA,288,912,TA,912,Gd,1,5,1961,Unf,1996,1962.0,0.0,0,Gd,832,CBlock,Detchd,65.0,168,0,0,Mn,0,6768,IR1,Y,SBrkr,Y,1
7,1349,2,TA,539,1349,Gd,1349,TA,2,6,2000,Unf,2001,2000.0,108.0,0,Ex,0,PConc,Attchd,65.0,120,0,55,No,0,8450,Reg,Y,SBrkr,Y,0
5,1464,2,TA,480,520,Gd,1464,TA,2,6,1963,RFn,1999,1997.0,0.0,1,Ex,444,CBlock,Attchd,70.0,302,0,0,Av,0,12886,IR1,Y,SBrkr,Y,0
8,1337,2,Gd,462,1337,Gd,1337,Gd,2,5,1993,RFn,1993,1993.0,0.0,1,Gd,733,PConc,Attchd,41.0,96,0,0,No,0,5395,IR1,Y,SBrkr,Y,1
8,2715,2,Ex,831,1142,TA,1175,Gd,3,11,1976,Fin,1996,1994.0,289.0,2,Ex,575,CBlock,BuiltIn,,0,1540,204,No,1,8963,IR1,Y,SBrkr,Y,0
7,2256,2,Gd,554,952,Gd,980,Gd,2,8,2000,Fin,2000,2000.0,0.0,1,Ex,300,PConc,BuiltIn,,224,1276,54,No,1,8795,IR1,Y,SBrkr,Y,0
7,2640,4,Gd,864,1240,TA,1320,Gd,1,8,1880,Unf,2003,1950.0,0.0,1,TA,0,Stone,Detchd,65.0,181,1320,0,No,1,11700,IR1,N,SBrkr,N,0
7,1720,2,Gd,527,1720,Gd,1720,Gd,2,7,1996,Fin,1996,1996.0,338.0,1,Ex,919,PConc,Attchd,59.0,240,0,56,No,0,10593,IR1,Y,SBrkr,Y,1
4,1529,1,TA,240,0,,1088,TA,2,9,1945,Unf,1950,1945.0,0.0,0,TA,0,Slab,Detchd,50.0,92,441,0,,0,8405,Reg,N,FuseF,N,0
4,1140,0,TA,0,576,TA,792,TA,1,7,1910,,2004,,0.0,0,Gd,0,BrkTil,,55.0,0,348,160,No,0,8800,Reg,Y,SBrkr,N,0
7,1320,2,Gd,400,660,Gd,660,Gd,2,6,2003,Fin,2003,2003.0,0.0,0,Ex,0,PConc,Attchd,,0,660,48,No,1,7750,Reg,Y,SBrkr,Y,0
6,1494,2,TA,576,1479,Gd,1494,Gd,2,6,1997,RFn,1997,1997.0,0.0,0,Ex,1200,PConc,Attchd,79.0,168,0,27,Gd,0,9236,IR1,Y,SBrkr,Y,1
8,2098,3,Gd,878,1030,Gd,1038,Ex,2,8,2005,RFn,2005,2005.0,178.0,1,Gd,0,PConc,Attchd,80.0,192,1060,52,Mn,1,10240,Reg,Y,SBrkr,Y,0
6,1026,2,TA,440,1026,TA,1026,Gd,1,5,1969,RFn,2005,1969.0,0.0,0,Gd,439,CBlock,Detchd,61.0,171,0,48,No,0,7930,Reg,Y,SBrkr,Y,1
6,1471,2,TA,440,729,Gd,742,TA,2,6,1999,Unf,1999,1999.0,894.0,0,Gd,381,PConc,Detchd,34.0,0,729,24,No,1,3230,Reg,Y,SBrkr,Y,0
8,1768,2,Gd,578,866,Gd,866,Gd,2,7,2007,RFn,2007,2007.0,0.0,0,Ex,20,PConc,Attchd,68.0,144,902,105,Av,1,10769,IR1,Y,SBrkr,Y,0
6,1386,2,TA,440,672,TA,672,TA,2,6,1978,Fin,1978,1978.0,328.0,1,TA,438,CBlock,Attchd,,335,714,0,Mn,1,11616,IR1,Y,SBrkr,Y,0
7,1501,2,TA,440,744,Gd,757,TA,2,6,1999,Unf,1999,1999.0,360.0,0,Gd,549,PConc,Detchd,24.0,0,744,0,No,1,2280,Reg,Y,SBrkr,Y,0
8,2531,3,Gd,752,1318,Gd,1328,Gd,2,9,1995,RFn,1995,1995.0,513.0,1,Ex,56,PConc,Attchd,65.0,222,1203,98,Av,1,12257,IR1,Y,SBrkr,Y,0
6,864,1,TA,300,864,TA,864,TA,1,5,1959,Unf,1959,2008.0,0.0,0,Ex,612,CBlock,Detchd,70.0,0,0,0,No,0,9100,Reg,Y,SBrkr,Y,0
5,1301,2,TA,440,1145,TA,1301,Fa,1,5,1924,Unf,1950,1965.0,0.0,0,TA,405,PConc,Detchd,60.0,0,0,0,Mn,0,6911,Reg,Y,SBrkr,Y,0
7,1547,2,TA,614,756,Gd,764,Gd,2,7,2009,Unf,2009,2009.0,0.0,0,Ex,24,PConc,Attchd,72.0,169,783,45,Mn,1,8640,Reg,Y,SBrkr,Y,0
8,2365,3,Gd,856,1252,Gd,1268,Gd,2,8,1999,RFn,1999,1999.0,673.0,1,Ex,1163,PConc,Attchd,82.0,0,1097,128,Mn,1,9430,Reg,Y,SBrkr,Y,1
8,1494,2,Gd,481,1494,Gd,1494,Ex,1,6,1995,Fin,1996,1995.0,0.0,1,Ex,437,PConc,Attchd,30.0,0,0,30,Av,1,9549,IR1,Y,SBrkr,Y,1
9,1506,2,Gd,592,1498,Gd,1506,Ex,2,6,2008,Fin,2008,2008.0,284.0,1,Ex,0,PConc,Attchd,75.0,0,0,174,No,0,14587,IR1,Y,SBrkr,Y,0
7,1714,2,TA,496,980,Gd,980,TA,2,7,1988,Unf,1988,1988.0,42.0,1,TA,394,CBlock,Attchd,80.0,228,734,66,No,1,10421,Reg,Y,SBrkr,Y,0
6,1750,1,TA,423,983,Gd,983,TA,2,7,1940,Unf,1985,1989.0,0.0,0,Ex,660,CBlock,Attchd,75.0,245,767,0,Mn,0,12508,IR1,Y,SBrkr,Y,1
7,1836,2,Gd,484,1860,Gd,1836,Gd,2,8,2004,Fin,2005,2004.0,0.0,1,Ex,24,PConc,Attchd,70.0,120,0,33,No,0,9100,Reg,Y,SBrkr,Y,0
8,3279,3,Ex,841,1650,Gd,1690,Ex,3,12,2003,Fin,2003,2003.0,603.0,1,Ex,1416,PConc,BuiltIn,47.0,503,1589,36,Gd,1,53504,IR2,Y,SBrkr,Y,1
5,858,2,TA,576,858,Gd,858,TA,1,5,1982,Unf,1982,1983.0,0.0,0,TA,685,CBlock,Detchd,,120,0,0,Av,0,7252,IR1,Y,SBrkr,Y,1
4,1220,2,TA,396,836,Fa,1220,TA,1,6,1951,Unf,1951,1951.0,0.0,0,TA,836,CBlock,Detchd,67.0,0,0,0,No,0,8877,Reg,Y,FuseF,Y,0
6,1117,2,TA,672,1029,TA,1117,TA,1,6,1976,Unf,1976,1976.0,0.0,1,TA,422,CBlock,Detchd,94.0,144,0,0,Av,0,7819,Reg,Y,SBrkr,Y,1
5,912,1,TA,275,912,TA,912,TA,1,5,1958,RFn,1958,1958.0,1.0,0,Ex,456,CBlock,Attchd,70.0,0,0,0,No,0,10150,Reg,Y,FuseA,Y,0
8,1973,3,Gd,895,1935,Gd,1973,Gd,2,9,2006,Fin,2006,2006.0,375.0,1,Gd,0,PConc,Attchd,110.0,315,0,45,Av,0,14226,Reg,Y,SBrkr,Y,0
6,1204,2,TA,412,1204,Ex,1204,TA,2,5,1998,Fin,1998,1998.0,320.0,0,Ex,866,PConc,Attchd,32.0,0,0,247,No,0,4500,Reg,Y,SBrkr,Y,1
7,1614,3,Gd,865,1614,Gd,1614,Gd,2,7,2005,RFn,2006,2005.0,240.0,0,Ex,20,PConc,Attchd,86.0,144,0,59,Av,0,11210,IR1,Y,SBrkr,Y,0
5,894,2,TA,440,864,TA,894,TA,1,5,1974,Unf,1974,1974.0,0.0,1,TA,762,CBlock,Attchd,100.0,241,0,0,No,0,13350,IR1,Y,SBrkr,Y,1
5,2020,2,TA,630,0,,2020,TA,2,10,1977,Unf,1977,1977.0,320.0,2,TA,0,Slab,Detchd,60.0,0,0,0,,0,8400,Reg,Y,SBrkr,Y,0
6,1004,2,TA,504,975,Gd,1004,TA,1,4,1977,Unf,1977,1977.0,90.0,0,TA,975,CBlock,Attchd,78.0,0,0,0,Gd,0,10530,Reg,Y,SBrkr,Y,1
7,1253,2,TA,402,1237,Gd,1253,TA,2,6,1995,Fin,1996,1995.0,38.0,1,Gd,0,PConc,Attchd,63.0,220,0,21,No,0,7875,Reg,Y,SBrkr,Y,0
6,1603,2,Gd,484,761,Gd,810,Gd,2,7,1992,RFn,1992,1992.0,0.0,0,Ex,387,PConc,Attchd,65.0,0,793,124,No,1,7153,Reg,Y,SBrkr,Y,0
7,1430,2,Gd,605,1413,Gd,1430,Gd,2,6,2001,RFn,2002,2001.0,0.0,0,Ex,0,PConc,Attchd,67.0,0,0,33,No,0,16285,IR2,Y,SBrkr,Y,0
5,1110,2,TA,602,1097,Gd,1110,Gd,1,4,1978,Fin,1978,1978.0,104.0,1,Ex,1097,PConc,Attchd,,303,0,30,Av,0,9101,IR1,Y,SBrkr,Y,1
6,1484,0,TA,0,742,TA,742,TA,2,9,1914,,2001,,0.0,1,Ex,0,CBlock,,35.0,0,742,291,No,0,6300,Reg,Y,SBrkr,Y,0
6,1342,2,TA,457,1372,TA,1342,TA,2,7,1967,Unf,1967,1967.0,0.0,1,TA,251,CBlock,Attchd,,0,0,0,No,0,9790,Reg,Y,SBrkr,Y,0
5,1652,1,TA,416,686,Fa,966,TA,2,7,1915,Unf,1950,1961.0,0.0,0,TA,686,PConc,Detchd,60.0,0,686,0,No,0,10800,Reg,Y,SBrkr,Y,1
7,2084,2,Gd,618,956,Gd,956,Gd,2,8,2004,RFn,2004,2004.0,0.0,0,Ex,656,PConc,BuiltIn,76.0,0,1128,45,No,1,10142,IR1,Y,SBrkr,Y,1
4,901,1,TA,281,901,TA,901,TA,1,4,1954,Unf,2000,1954.0,0.0,0,Ex,0,CBlock,Detchd,50.0,0,0,0,No,0,6000,Reg,Y,SBrkr,Y,0
6,2087,2,TA,444,832,TA,976,Gd,2,9,1966,Fin,2007,1966.0,157.0,0,Gd,568,CBlock,Attchd,,133,1111,168,Gd,1,12205,IR1,Y,SBrkr,Y,0
7,1145,2,Gd,397,1145,Gd,1145,Gd,2,5,2005,Fin,2006,2005.0,11.0,1,Ex,16,PConc,Attchd,43.0,100,0,16,No,0,3182,Reg,Y,SBrkr,Y,0
6,1062,2,TA,539,1029,Gd,1062,TA,1,5,1976,RFn,1976,1976.0,0.0,2,TA,539,PConc,Attchd,,120,0,0,Av,0,11333,IR1,Y,SBrkr,Y,1
7,2013,2,Gd,455,1117,Gd,1127,TA,2,8,1996,Unf,1997,1997.0,0.0,1,Ex,862,PConc,Attchd,92.0,180,886,130,Av,1,9920,IR1,Y,SBrkr,Y,1
8,1496,2,Gd,474,1496,Gd,1496,Gd,2,7,2007,Fin,2007,2007.0,140.0,0,Ex,0,PConc,Attchd,76.0,168,0,130,Av,0,9158,Reg,Y,SBrkr,Y,0
7,1895,2,Gd,409,712,Gd,1086,Gd,2,7,1994,Fin,1996,1994.0,0.0,1,Ex,0,PConc,Attchd,,143,809,46,No,1,10832,IR1,Y,SBrkr,Y,0
6,1564,2,TA,476,650,Gd,888,TA,2,7,1980,Unf,1981,1980.0,130.0,1,TA,0,CBlock,Attchd,70.0,0,676,50,No,1,8400,Reg,Y,SBrkr,Y,0
6,1285,2,TA,528,660,TA,1285,TA,1,7,1977,RFn,1977,1977.0,148.0,1,Ex,0,CBlock,Attchd,71.0,138,0,0,No,1,8197,Reg,Y,SBrkr,Y,0
5,773,1,TA,240,773,TA,773,TA,1,4,1953,Unf,1953,1953.0,0.0,0,Gd,570,CBlock,Attchd,57.0,0,0,0,No,0,7677,Reg,Y,SBrkr,Y,0
9,3140,3,Ex,820,1926,Ex,1966,Ex,3,11,2008,Fin,2009,2009.0,860.0,2,Ex,0,PConc,BuiltIn,104.0,144,1174,78,No,1,13518,Reg,Y,SBrkr,Y,0
5,1768,1,TA,240,731,Gd,981,Gd,1,7,1937,Unf,1950,1939.0,252.0,2,Ex,569,BrkTil,Detchd,60.0,0,787,0,No,1,7200,Reg,Y,SBrkr,Y,1
6,1688,2,TA,603,616,Gd,616,Gd,2,8,1997,RFn,1997,1997.0,0.0,0,Gd,462,PConc,Attchd,79.0,403,1072,114,Gd,1,12798,IR1,Y,SBrkr,Y,1
4,1196,2,TA,440,1196,TA,1196,TA,1,5,1916,Unf,1990,1957.0,0.0,0,Ex,197,CBlock,Detchd,40.0,0,0,0,No,0,4800,Reg,Y,FuseA,Y,1
7,1456,2,Gd,410,728,Gd,728,Gd,2,7,2005,Fin,2005,2005.0,0.0,1,Ex,648,PConc,Attchd,63.0,36,728,18,Av,1,8199,Reg,Y,SBrkr,Y,1
9,2822,3,Ex,1020,1734,Ex,1734,Ex,3,12,2008,RFn,2009,2009.0,424.0,1,Ex,0,PConc,BuiltIn,107.0,52,1088,170,Gd,1,13891,Reg,Y,SBrkr,Y,0
5,1128,1,TA,286,936,TA,1128,TA,1,5,1954,Unf,1954,1954.0,0.0,0,TA,812,CBlock,Attchd,75.0,0,0,0,No,0,9000,Reg,Y,SBrkr,Y,0
7,1428,2,Gd,554,1417,Gd,1428,Ex,2,6,2008,RFn,2008,2008.0,256.0,0,Ex,0,PConc,Attchd,91.0,0,0,60,No,0,12274,IR1,Y,SBrkr,Y,0
5,980,1,TA,384,980,TA,980,TA,2,6,1967,Fin,1967,1967.0,0.0,0,Gd,400,PConc,Attchd,75.0,68,0,0,Av,0,9750,Reg,Y,SBrkr,Y,0
5,1576,2,TA,528,1324,TA,1072,Gd,1,6,1923,RFn,2004,1923.0,0.0,1,Ex,1309,CBlock,Attchd,144.0,0,504,312,Gd,1,21384,Reg,Y,SBrkr,Y,2
5,1086,2,TA,484,1024,TA,1086,TA,1,6,1966,RFn,1966,1966.0,1047.0,1,TA,516,CBlock,Attchd,85.0,0,0,0,Av,0,13400,Reg,Y,SBrkr,Y,1
5,2138,2,TA,360,849,TA,1075,TA,2,11,1898,Unf,1965,1910.0,0.0,0,TA,0,PConc,Detchd,90.0,40,1063,156,No,0,8100,Reg,N,FuseA,N,0
6,1309,2,TA,484,1040,TA,1309,Gd,1,5,1974,RFn,1999,1974.0,99.0,1,Fa,663,CBlock,Attchd,78.0,265,0,0,No,1,10140,Reg,Y,SBrkr,Y,1
6,848,2,Gd,420,848,Gd,848,Gd,1,4,2004,Fin,2004,2004.0,169.0,1,Ex,662,PConc,Attchd,,140,0,0,Gd,0,4438,Reg,Y,SBrkr,Y,1
5,1044,2,Fa,504,540,TA,1044,Fa,1,4,1952,Unf,1952,1952.0,0.0,0,TA,0,CBlock,Basment,66.0,0,0,0,Av,0,8712,Reg,N,FuseA,N,0
6,1442,1,TA,301,1442,TA,1442,TA,1,7,1958,RFn,1958,1958.0,243.0,0,Gd,608,CBlock,Attchd,75.0,0,0,0,No,1,9750,Reg,Y,SBrkr,Y,0
5,1250,1,TA,280,686,TA,686,Fa,1,7,1918,Unf,1950,1955.0,0.0,0,Gd,0,BrkTil,Detchd,45.0,207,564,0,No,1,8248,Reg,Y,SBrkr,P,0
7,1661,2,TA,598,1649,Gd,1661,Gd,2,6,1998,RFn,1998,1998.0,442.0,0,Ex,0,PConc,Attchd,48.0,0,0,34,No,0,12137,IR2,Y,SBrkr,Y,0
5,1008,1,TA,275,1008,TA,1008,TA,1,4,1954,RFn,1954,1954.0,0.0,1,Gd,486,CBlock,Attchd,,0,0,0,No,0,11425,IR1,Y,SBrkr,Y,0
8,1689,3,Gd,857,1568,Gd,1689,Gd,2,7,2002,RFn,2002,2002.0,148.0,2,Ex,1218,PConc,Attchd,,150,0,59,No,0,13265,IR1,Y,SBrkr,Y,1
6,1052,2,TA,440,1010,TA,1052,TA,1,6,1971,Unf,1971,1971.0,80.0,0,Gd,504,CBlock,Attchd,80.0,0,0,0,Av,0,8816,Reg,Y,SBrkr,Y,1
7,1358,2,Gd,484,1358,Gd,1358,Gd,2,6,2009,RFn,2010,2010.0,128.0,1,Ex,733,PConc,Attchd,44.0,192,0,35,Mn,0,6371,IR1,Y,SBrkr,Y,1
7,1640,2,Gd,595,798,Gd,798,Gd,2,6,2003,RFn,2003,2003.0,0.0,0,Ex,0,PConc,Attchd,72.0,0,842,45,No,1,7226,IR1,Y,SBrkr,Y,0
4,936,2,Fa,576,936,Fa,936,TA,1,4,1953,Unf,1953,1974.0,0.0,0,TA,0,CBlock,Detchd,60.0,0,0,32,No,0,6000,Reg,N,SBrkr,Y,0
7,1733,2,Gd,433,847,Gd,847,Gd,2,7,2003,Fin,2003,2003.0,0.0,1,Ex,0,PConc,BuiltIn,,100,886,48,Gd,1,12394,IR1,Y,SBrkr,Y,0
6,1489,1,TA,240,778,TA,944,TA,2,7,1940,Unf,1950,1940.0,0.0,1,TA,0,BrkTil,Detchd,60.0,335,545,0,No,0,9900,Reg,Y,SBrkr,Y,0
8,1489,2,Gd,776,1489,Gd,1489,Gd,2,7,2006,RFn,2006,2006.0,0.0,1,Ex,0,PConc,Attchd,81.0,0,0,140,No,0,11216,Reg,Y,SBrkr,Y,0
10,2084,3,Ex,1220,2078,Ex,2084,Ex,2,7,2007,Fin,2008,2007.0,816.0,1,Ex,1636,PConc,Attchd,114.0,188,0,45,Av,0,14803,Reg,Y,SBrkr,Y,1
5,784,0,TA,0,784,TA,784,Gd,1,5,1924,,1950,,0.0,0,Gd,784,BrkTil,,50.0,0,0,0,No,0,6130,Reg,Y,SBrkr,Y,1
